name,Worldwide,year,trailer,watched,,
Hacksaw Ridge,"$180,450,918",2016,https://www.youtube.com/results?search_query=Hacksaw+Ridge+trailer&page=&utm_source=opensearch,0,,
The Post,"$179,769,457",2017,https://www.youtube.com/results?search_query=The+Post+trailer&page=&utm_source=opensearch,0,,
Allegiant,"$179,246,868",2016,https://www.youtube.com/results?search_query=Allegiant+trailer&page=&utm_source=opensearch,0,,
Abominable,"$179,138,010",2019,https://www.youtube.com/results?search_query=Abominable+trailer&page=&utm_source=opensearch,0,,
Baywatch,"$177,856,751",2017,https://www.youtube.com/results?search_query=Baywatch+trailer&page=&utm_source=opensearch,0,,
The Hitman's Bodyguard,"$176,586,701",2017,https://www.youtube.com/results?search_query=The+Hitman's+Bodyguard+trailer&page=&utm_source=opensearch,0,,
Ip Man 4: The Finale,"$176,345,966",2019,https://www.youtube.com/results?search_query=Ip+Man+4:+The+Finale+trailer&page=&utm_source=opensearch,0,,
The Mule,"$174,804,407",2018,https://www.youtube.com/results?search_query=The+Mule+trailer&page=&utm_source=opensearch,0,,
The Nutcracker and the Four Realms,"$173,961,069",2018,https://www.youtube.com/results?search_query=The+Nutcracker+and+the+Four+Realms+trailer&page=&utm_source=opensearch,0,,
Operation Mekong,"$173,839,072",2016,https://www.youtube.com/results?search_query=Operation+Mekong+trailer&page=&utm_source=opensearch,0,,
Gemini Man,"$173,469,516",2019,https://www.youtube.com/results?search_query=Gemini+Man+trailer&page=&utm_source=opensearch,0,,
The Girl on the Train,"$173,185,859",2016,https://www.youtube.com/results?search_query=The+Girl+on+the+Train+trailer&page=&utm_source=opensearch,0,,
Spies in Disguise,"$171,616,764",2019,https://www.youtube.com/results?search_query=Spies+in+Disguise+trailer&page=&utm_source=opensearch,0,,
John Wick: Chapter 2,"$171,539,887",2017,https://www.youtube.com/results?search_query=John+Wick:+Chapter+2+trailer&page=&utm_source=opensearch,0,,
Ghost in the Shell,"$169,801,921",2017,https://www.youtube.com/results?search_query=Ghost+in+the+Shell+trailer&page=&utm_source=opensearch,0,,
Insidious: The Last Key,"$167,885,588",2018,https://www.youtube.com/results?search_query=Insidious:+The+Last+Key+trailer&page=&utm_source=opensearch,0,,
The Huntsman: Winter's War,"$164,989,338",2016,https://www.youtube.com/results?search_query=The+Huntsman:+Winter's+War+trailer&page=&utm_source=opensearch,0,,
The Magnificent Seven,"$162,360,636",2016,https://www.youtube.com/results?search_query=The+Magnificent+Seven+trailer&page=&utm_source=opensearch,0,,
Jack Reacher: Never Go Back,"$162,146,076",2016,https://www.youtube.com/results?search_query=Jack+Reacher:+Never+Go+Back+trailer&page=&utm_source=opensearch,0,,
The Predator,"$160,542,134",2018,https://www.youtube.com/results?search_query=The+Predator+trailer&page=&utm_source=opensearch,0,,
"Three Billboards Outside Ebbing, Missouri","$160,192,031",2017,"https://www.youtube.com/results?search_query=Three+Billboards+Outside+Ebbing,+Missouri+trailer&page=&utm_source=opensearch",0,,
Johnny English Strikes Again,"$158,970,776",2018,https://www.youtube.com/results?search_query=Johnny+English+Strikes+Again+trailer&page=&utm_source=opensearch,0,,
Don't Breathe,"$157,830,487",2016,https://www.youtube.com/results?search_query=Don't+Breathe+trailer&page=&utm_source=opensearch,0,,
Hustlers,"$157,563,598",2019,https://www.youtube.com/results?search_query=Hustlers+trailer&page=&utm_source=opensearch,0,,
The Climbers,"$156,831,157",2019,https://www.youtube.com/results?search_query=The+Climbers+trailer&page=&utm_source=opensearch,0,,
Escape Room,"$155,712,077",2019,https://www.youtube.com/results?search_query=Escape+Room+trailer&page=&utm_source=opensearch,0,,
The Accountant,"$155,160,045",2016,https://www.youtube.com/results?search_query=The+Accountant+trailer&page=&utm_source=opensearch,0,,
Yesterday,"$153,009,791",2019,https://www.youtube.com/results?search_query=Yesterday+trailer&page=&utm_source=opensearch,0,,
Duckweed,"$152,894,264",2017,https://www.youtube.com/results?search_query=Duckweed+trailer&page=&utm_source=opensearch,0,,
Tenet,"$152,300,000",2020,https://www.youtube.com/results?search_query=Tenet+trailer&page=&utm_source=opensearch,0,,
Red Sparrow,"$151,572,634",2018,https://www.youtube.com/results?search_query=Red+Sparrow+trailer&page=&utm_source=opensearch,0,,
Darkest Hour,"$150,847,207",2017,https://www.youtube.com/results?search_query=Darkest+Hour+trailer&page=&utm_source=opensearch,0,,
Lights Out,"$148,868,835",2016,https://www.youtube.com/results?search_query=Lights+Out+trailer&page=&utm_source=opensearch,0,,
King Arthur: Legend of the Sword,"$148,675,066",2017,https://www.youtube.com/results?search_query=King+Arthur:+Legend+of+the+Sword+trailer&page=&utm_source=opensearch,0,,
The Angry Birds Movie 2,"$147,792,047",2019,https://www.youtube.com/results?search_query=The+Angry+Birds+Movie+2+trailer&page=&utm_source=opensearch,0,,
Angel Has Fallen,"$146,661,977",2019,https://www.youtube.com/results?search_query=Angel+Has+Fallen+trailer&page=&utm_source=opensearch,0,,
The Foreigner,"$145,374,099",2017,https://www.youtube.com/results?search_query=The+Foreigner+trailer&page=&utm_source=opensearch,0,,
Pete's Dragon,"$143,695,338",2016,https://www.youtube.com/results?search_query=Pete's+Dragon+trailer&page=&utm_source=opensearch,0,,
More Than Blue,"$142,958,164",2018,https://www.youtube.com/results?search_query=More+Than+Blue+trailer&page=&utm_source=opensearch,0,,
Power Rangers,"$142,337,240",2017,https://www.youtube.com/results?search_query=Power+Rangers+trailer&page=&utm_source=opensearch,0,,
Sausage Party,"$140,705,322",2016,https://www.youtube.com/results?search_query=Sausage+Party+trailer&page=&utm_source=opensearch,0,,
Girls Trip,"$140,552,359",2017,https://www.youtube.com/results?search_query=Girls+Trip+trailer&page=&utm_source=opensearch,0,,
Lion,"$140,312,928",2016,https://www.youtube.com/results?search_query=Lion+trailer&page=&utm_source=opensearch,0,,
The First Purge,"$137,056,262",2018,https://www.youtube.com/results?search_query=The+First+Purge+trailer&page=&utm_source=opensearch,0,,
How Long Will I Love U,"$136,796,719",2018,https://www.youtube.com/results?search_query=How+Long+Will+I+Love+U+trailer&page=&utm_source=opensearch,0,,
Onward,"$134,905,978",2020,https://www.youtube.com/results?search_query=Onward+trailer&page=&utm_source=opensearch,0,,
American Made,"$134,866,593",2017,https://www.youtube.com/results?search_query=American+Made+trailer&page=&utm_source=opensearch,0,,
A Wrinkle in Time,"$132,675,864",2018,https://www.youtube.com/results?search_query=A+Wrinkle+in+Time+trailer&page=&utm_source=opensearch,0,,
The House with a Clock in Its Walls,"$131,457,147",2018,https://www.youtube.com/results?search_query=The+House+with+a+Clock+in+Its+Walls+trailer&page=&utm_source=opensearch,0,,
The Invisible Man,"$130,877,645",2020,https://www.youtube.com/results?search_query=The+Invisible+Man+trailer&page=&utm_source=opensearch,0,,
A Bad Moms Christmas,"$130,560,428",2017,https://www.youtube.com/results?search_query=A+Bad+Moms+Christmas+trailer&page=&utm_source=opensearch,0,,
Ad Astra,"$127,461,872",2019,https://www.youtube.com/results?search_query=Ad+Astra+trailer&page=&utm_source=opensearch,0,,
The Upside,"$125,852,517",2019,https://www.youtube.com/results?search_query=The+Upside+trailer&page=&utm_source=opensearch,0,,
Mechanic: Resurrection,"$125,729,635",2016,https://www.youtube.com/results?search_query=Mechanic:+Resurrection+trailer&page=&utm_source=opensearch,0,,
Midway,"$125,619,985",2019,https://www.youtube.com/results?search_query=Midway+trailer&page=&utm_source=opensearch,0,,
Happy Death Day,"$125,479,266",2017,https://www.youtube.com/results?search_query=Happy+Death+Day+trailer&page=&utm_source=opensearch,0,,
Captain Underpants: The First Epic Movie,"$125,427,681",2017,https://www.youtube.com/results?search_query=Captain+Underpants:+The+First+Epic+Movie+trailer&page=&utm_source=opensearch,0,,
The Curse of La Llorona,"$123,133,739",2019,https://www.youtube.com/results?search_query=The+Curse+of+La+Llorona+trailer&page=&utm_source=opensearch,0,,
The Lego Ninjago Movie,"$123,081,555",2017,https://www.youtube.com/results?search_query=The+Lego+Ninjago+Movie+trailer&page=&utm_source=opensearch,0,,
Looking Up,"$122,994,583",2019,https://www.youtube.com/results?search_query=Looking+Up+trailer&page=&utm_source=opensearch,0,,
Zombieland: Double Tap,"$122,810,399",2019,https://www.youtube.com/results?search_query=Zombieland:+Double+Tap+trailer&page=&utm_source=opensearch,0,,
Secret Superstar,"$122,026,260",2017,https://www.youtube.com/results?search_query=Secret+Superstar+trailer&page=&utm_source=opensearch,0,,
Deepwater Horizon,"$121,790,373",2016,https://www.youtube.com/results?search_query=Deepwater+Horizon+trailer&page=&utm_source=opensearch,0,,
Last Christmas,"$121,550,750",2019,https://www.youtube.com/results?search_query=Last+Christmas+trailer&page=&utm_source=opensearch,0,,
Instant Family,"$120,556,201",2018,https://www.youtube.com/results?search_query=Instant+Family+trailer&page=&utm_source=opensearch,0,,
The Commuter,"$119,942,387",2017,https://www.youtube.com/results?search_query=The+Commuter+trailer&page=&utm_source=opensearch,0,,
Extreme Job,"$119,932,733",2019,https://www.youtube.com/results?search_query=Extreme+Job+trailer&page=&utm_source=opensearch,0,,
Dora and the Lost City of Gold,"$119,682,635",2019,https://www.youtube.com/results?search_query=Dora+and+the+Lost+City+of+Gold+trailer&page=&utm_source=opensearch,0,,
Wonder Park,"$119,559,110",2019,https://www.youtube.com/results?search_query=Wonder+Park+trailer&page=&utm_source=opensearch,0,,
Allied,"$119,520,023",2016,https://www.youtube.com/results?search_query=Allied+trailer&page=&utm_source=opensearch,0,,
I Belonged to You,"$119,107,580",2016,https://www.youtube.com/results?search_query=I+Belonged+to+You+trailer&page=&utm_source=opensearch,0,,
The Shallows,"$119,100,758",2016,https://www.youtube.com/results?search_query=The+Shallows+trailer&page=&utm_source=opensearch,0,,
The Purge: Election Year,"$118,587,880",2016,https://www.youtube.com/results?search_query=The+Purge:+Election+Year+trailer&page=&utm_source=opensearch,0,,
A Cool Fish,"$118,153,135",2018,https://www.youtube.com/results?search_query=A+Cool+Fish+trailer&page=&utm_source=opensearch,0,,
Why Him?,"$118,102,725",2016,https://www.youtube.com/results?search_query=Why+Him?+trailer&page=&utm_source=opensearch,0,,
P Storm,"$117,991,727",2019,https://www.youtube.com/results?search_query=P+Storm+trailer&page=&utm_source=opensearch,0,,
Game Night,"$117,679,066",2018,https://www.youtube.com/results?search_query=Game+Night+trailer&page=&utm_source=opensearch,0,,
Dragon Ball Super: Broly,"$115,560,610",2018,https://www.youtube.com/results?search_query=Dragon+Ball+Super:+Broly+trailer&page=&utm_source=opensearch,0,,
The Gentlemen,"$115,171,795",2019,https://www.youtube.com/results?search_query=The+Gentlemen+trailer&page=&utm_source=opensearch,0,,
The Monkey King 3,"$115,084,576",2018,https://www.youtube.com/results?search_query=The+Monkey+King+3+trailer&page=&utm_source=opensearch,0,,
Finding Mr Right 2,"$114,679,097",2016,https://www.youtube.com/results?search_query=Finding+Mr+Right+2+trailer&page=&utm_source=opensearch,0,,
Office Christmas Party,"$114,501,299",2016,https://www.youtube.com/results?search_query=Office+Christmas+Party+trailer&page=&utm_source=opensearch,0,,
The Dark Tower,"$113,231,078",2017,https://www.youtube.com/results?search_query=The+Dark+Tower+trailer&page=&utm_source=opensearch,0,,
Pet Sematary,"$113,118,226",2019,https://www.youtube.com/results?search_query=Pet+Sematary+trailer&page=&utm_source=opensearch,0,,
How to Be Single,"$112,343,513",2016,https://www.youtube.com/results?search_query=How+to+Be+Single+trailer&page=&utm_source=opensearch,0,,
Good Boys,"$111,037,232",2019,https://www.youtube.com/results?search_query=Good+Boys+trailer&page=&utm_source=opensearch,0,,
10 Cloverfield Lane,"$110,216,998",2016,https://www.youtube.com/results?search_query=10+Cloverfield+Lane+trailer&page=&utm_source=opensearch,0,,
Buddies in India,"$110,155,128",2017,https://www.youtube.com/results?search_query=Buddies+in+India+trailer&page=&utm_source=opensearch,0,,
Along With the Gods: The Two Worlds,"$109,383,972",2017,https://www.youtube.com/results?search_query=Along+With+the+Gods:+The+Two+Worlds+trailer&page=&utm_source=opensearch,0,,
Neighbors 2: Sorority Rising,"$108,007,109",2016,https://www.youtube.com/results?search_query=Neighbors+2:+Sorority+Rising+trailer&page=&utm_source=opensearch,0,,
The Call of the Wild,"$107,604,626",2020,https://www.youtube.com/results?search_query=The+Call+of+the+Wild+trailer&page=&utm_source=opensearch,0,,
First Man,"$105,697,415",2018,https://www.youtube.com/results?search_query=First+Man+trailer&page=&utm_source=opensearch,0,,
Scary Stories to Tell in the Dark,"$104,545,505",2019,https://www.youtube.com/results?search_query=Scary+Stories+to+Tell+in+the+Dark+trailer&page=&utm_source=opensearch,0,,
Book Club,"$104,438,188",2018,https://www.youtube.com/results?search_query=Book+Club+trailer&page=&utm_source=opensearch,0,,
Cold War II,"$103,197,501",2016,https://www.youtube.com/results?search_query=Cold+War+II+trailer&page=&utm_source=opensearch,0,,
Night School,"$103,105,878",2018,https://www.youtube.com/results?search_query=Night+School+trailer&page=&utm_source=opensearch,0,,
Jigsaw,"$102,952,888",2017,https://www.youtube.com/results?search_query=Jigsaw+trailer&page=&utm_source=opensearch,0,,
Railroad Tigers,"$102,205,175",2016,https://www.youtube.com/results?search_query=Railroad+Tigers+trailer&page=&utm_source=opensearch,0,,
Life,"$100,541,806",2017,https://www.youtube.com/results?search_query=Life+trailer&page=&utm_source=opensearch,0,,
Atomic Blonde,"$100,014,025",2017,https://www.youtube.com/results?search_query=Atomic+Blonde+trailer&page=&utm_source=opensearch,0,,
Line Walker 2: Invisible Spy,"$99,482,027",2019,https://www.youtube.com/results?search_query=Line+Walker+2:+Invisible+Spy+trailer&page=&utm_source=opensearch,0,,
Alpha,"$98,203,196",2018,https://www.youtube.com/results?search_query=Alpha+trailer&page=&utm_source=opensearch,0,,
Along With the Gods: The Last 49 Days,"$97,962,238",2018,https://www.youtube.com/results?search_query=Along+With+the+Gods:+The+Last+49+Days+trailer&page=&utm_source=opensearch,0,,
A Simple Favor,"$97,644,617",2018,https://www.youtube.com/results?search_query=A+Simple+Favor+trailer&page=&utm_source=opensearch,0,,
The Shack,"$96,942,115",2017,https://www.youtube.com/results?search_query=The+Shack+trailer&page=&utm_source=opensearch,0,,
The Favourite,"$95,918,706",2018,https://www.youtube.com/results?search_query=The+Favourite+trailer&page=&utm_source=opensearch,0,,
Some Like It Hot,"$95,721,320",2016,https://www.youtube.com/results?search_query=Some+Like+It+Hot+trailer&page=&utm_source=opensearch,0,,
Truth or Dare,"$95,330,493",2018,https://www.youtube.com/results?search_query=Truth+or+Dare+trailer&page=&utm_source=opensearch,0,,
The Hustle,"$95,058,776",2019,https://www.youtube.com/results?search_query=The+Hustle+trailer&page=&utm_source=opensearch,0,,
I Feel Pretty,"$94,539,426",2018,https://www.youtube.com/results?search_query=I+Feel+Pretty+trailer&page=&utm_source=opensearch,0,,
Dirty Grandpa,"$94,073,028",2016,https://www.youtube.com/results?search_query=Dirty+Grandpa+trailer&page=&utm_source=opensearch,0,,
Ben-Hur,"$94,061,311",2016,https://www.youtube.com/results?search_query=Ben-Hur+trailer&page=&utm_source=opensearch,0,,
Blockers,"$94,017,294",2018,https://www.youtube.com/results?search_query=Blockers+trailer&page=&utm_source=opensearch,0,,
BlacKkKlansman,"$93,400,823",2018,https://www.youtube.com/results?search_query=BlacKkKlansman+trailer&page=&utm_source=opensearch,0,,
Goosebumps 2: Haunted Halloween,"$93,320,380",2018,https://www.youtube.com/results?search_query=Goosebumps+2:+Haunted+Halloween+trailer&page=&utm_source=opensearch,0,,
Money Monster,"$93,282,604",2016,https://www.youtube.com/results?search_query=Money+Monster+trailer&page=&utm_source=opensearch,0,,
Train to Busan,"$92,742,323",2016,https://www.youtube.com/results?search_query=Train+to+Busan+trailer&page=&utm_source=opensearch,0,,
Shadow,"$91,708,374",2018,https://www.youtube.com/results?search_query=Shadow+trailer&page=&utm_source=opensearch,0,,
Crawl,"$91,542,097",2019,https://www.youtube.com/results?search_query=Crawl+trailer&page=&utm_source=opensearch,0,,
Five Feet Apart,"$91,522,094",2019,https://www.youtube.com/results?search_query=Five+Feet+Apart+trailer&page=&utm_source=opensearch,0,,
Rambo: Last Blood,"$91,490,353",2019,https://www.youtube.com/results?search_query=Rambo:+Last+Blood+trailer&page=&utm_source=opensearch,0,,
Overboard,"$91,244,913",2018,https://www.youtube.com/results?search_query=Overboard+trailer&page=&utm_source=opensearch,0,,
My Big Fat Greek Wedding 2,"$90,632,641",2016,https://www.youtube.com/results?search_query=My+Big+Fat+Greek+Wedding+2+trailer&page=&utm_source=opensearch,0,,
Sherlock Gnomes,"$90,497,778",2018,https://www.youtube.com/results?search_query=Sherlock+Gnomes+trailer&page=&utm_source=opensearch,0,,
Jojo Rabbit,"$90,335,025",2019,https://www.youtube.com/results?search_query=Jojo+Rabbit+trailer&page=&utm_source=opensearch,0,,
Detective Dee: The Four Heavenly Kings,"$90,040,771",2018,https://www.youtube.com/results?search_query=Detective+Dee:+The+Four+Heavenly+Kings+trailer&page=&utm_source=opensearch,0,,
Collateral Beauty,"$88,528,280",2016,https://www.youtube.com/results?search_query=Collateral+Beauty+trailer&page=&utm_source=opensearch,0,,
Chasing the Dragon,"$87,965,942",2017,https://www.youtube.com/results?search_query=Chasing+the+Dragon+trailer&page=&utm_source=opensearch,0,,
